iter	RMSE
189	5.335948949
190	5.335704373
191	5.335337555
192	5.334952262
193	5.334658911
194	5.334159149
195	5.333915946
196	5.333674186
197	5.333328824
198	5.332755163
199	5.332281511
200	5.331757394
201	5.331437382
202	5.33093588
203	5.330332882
204	5.330113736
205	5.329740411
206	5.328818491
207	5.328656022
208	5.328093759
209	5.327744052
210	5.327432054
211	5.327072034
212	5.326840734
213	5.326566692
214	5.326283332
215	5.325873892
216	5.325545973
217	5.325190971
218	5.32475911
219	5.324493435
220	5.324338942
221	5.324237329
222	5.323910529
223	5.323616572
224	5.323193525
225	5.32287026
226	5.322436252
227	5.322066789
228	5.321678957
229	5.321424112
230	5.321212305
231	5.320861994
232	5.320550805
233	5.320226952
234	5.31989378
235	5.319730804
236	5.31953368
237	5.319060521
238	5.318676117
239	5.318145227
240	5.318003954
241	5.317688527
242	5.317310262
243	5.317092798
244	5.31688073
245	5.316623813
246	5.316314363
247	5.315930248
248	5.315630063
249	5.31547822
250	5.31497732
251	5.314421805
252	5.313879347
253	5.3135089
254	5.313104795
255	5.312812816
256	5.312620945
257	5.312189243
258	5.311896124
259	5.311720485
260	5.311518234
261	5.311195452
262	5.311051182
263	5.310899314
264	5.310766781
265	5.310738239
266	5.310663353
267	5.310311117
268	5.310034454
269	5.309726702
270	5.309559748
271	5.309097546
272	5.309023147
273	5.308808859
274	5.308621549
275	5.308349943
276	5.307903774
277	5.307782958
278	5.307609373
279	5.3072868
280	5.306992702
281	5.306551923
282	5.306231559
283	5.30590714
284	5.305572877
285	5.305344159
286	5.305234527
287	5.304786708
288	5.304495942
289	5.304139914
290	5.303807793
291	5.303428495
292	5.303236338
293	5.303019642
294	5.302590279
295	5.302475973
296	5.302254805
297	5.301974987
298	5.301890181
299	5.301444115
300	5.301265824
301	5.300871172
302	5.300511585
303	5.300395736
304	5.300142099
305	5.299784973
306	5.299421145
307	5.299189283
308	5.298963461
309	5.298688421
310	5.298330861
311	5.297722186
312	5.297614531
313	5.297395428
314	5.297188266
315	5.296962404
316	5.296722966
317	5.296499805
318	5.296214823
319	5.295894195
320	5.295433593
321	5.294849472
322	5.294217743
323	5.293511565
324	5.293221562
325	5.293048773
326	5.292423038
327	5.292002556
328	5.291184414
329	5.290968414
330	5.29079392
331	5.290595887
332	5.289720543
333	5.289284817
334	5.288971479
335	5.288768923
336	5.288204587
337	5.287869546
338	5.287229894
339	5.287023166
340	5.286756072
341	5.286687444
342	5.286516105
343	5.286144476
344	5.285902977
345	5.285706264
346	5.285322563
347	5.28481735
348	5.284575704
349	5.284444102
350	5.284325156
351	5.283931445
352	5.283644665
353	5.28320635
354	5.28296497
355	5.282596982
356	5.282231942
357	5.281967394
358	5.281613086
359	5.281321226
360	5.281024328
361	5.280714187
362	5.280642636
363	5.280227629
364	5.280187269
365	5.280064476
366	5.279704734
367	5.279574234
368	5.279389247
369	5.279240605
370	5.278918425
371	5.278815015
372	5.278477242
373	5.278262457
374	5.277988873
375	5.277854538
376	5.277446227
377	5.276894604
378	5.276840523
379	5.276470393
380	5.276249997
381	5.276022615
382	5.275679024
383	5.275032936
384	5.274867517
385	5.274491771
386	5.274290043
387	5.274066628
388	5.273971073
389	5.273703069
390	5.273252264
391	5.273161687
392	5.273063679
393	5.272672426
394	5.27253463
395	5.272409768
396	5.2717913
397	5.271407214
398	5.271368945
399	5.271156013
400	5.270802643
401	5.27051407
402	5.270052742
403	5.269674922
404	5.269354776
405	5.268956341
406	5.268650354
407	5.268032197
408	5.267254121
409	5.267001361
410	5.266812141
411	5.266474026
412	5.266107411
413	5.265845289
414	5.265459497
415	5.265123094
416	5.265089452
417	5.265045155
418	5.264799035
419	5.264546691
420	5.2643239
421	5.264170376
422	5.263697802
423	5.263610173
424	5.262897303
425	5.262745277
426	5.26267284
427	5.262134175
428	5.261880338
429	5.261722861
430	5.261676783
431	5.261546815
432	5.260902158
433	5.260817227
434	5.260640234
435	5.260220543
436	5.259929242
437	5.259750456
438	5.259597411
439	5.259069064
440	5.258598493
441	5.258232797
442	5.258094743
443	5.257820064
444	5.257782436
445	5.257185477
446	5.257113258
447	5.256991668
448	5.256810284
449	5.256696477
450	5.256505651
451	5.256019974
452	5.255738125
453	5.255671867
454	5.255447074
455	5.255315033
456	5.254644956
457	5.254363984
458	5.254182869
459	5.253904949
460	5.253660145
461	5.2533426
462	5.253048845
463	5.252569416
464	5.252265932
465	5.252106389
466	5.251817493
467	5.251709343
468	5.251380781
469	5.251093643
470	5.250741833
471	5.250571779
472	5.250443453
473	5.250363506
474	5.249856916
475	5.249629713
476	5.249587061
477	5.249325256
478	5.249197777
479	5.248977763
480	5.248600788
481	5.248464082
482	5.248151638
483	5.247754605
484	5.24725057
485	5.246965728
486	5.246613109
487	5.24600795
488	5.245451924
489	5.245283014
490	5.244852139
491	5.244677253
492	5.244429621
493	5.244242793
494	5.24368464
495	5.243511905
496	5.242996851
497	5.242295206
498	5.242050419
499	5.24187699
500	5.241644808
501	5.241595495
502	5.241164465
503	5.240993361
504	5.24037808
505	5.240224678
506	5.239712405
507	5.23943778
508	5.238970115
509	5.238570042
510	5.238517282
511	5.238352367
512	5.238073211
513	5.237292141
514	5.237234556
515	5.236497662
516	5.236229753
517	5.236141229
518	5.235805688
519	5.235271952
520	5.23499393
521	5.234729334
522	5.234480137
523	5.234434432
524	5.234267109
525	5.23386204
526	5.233568728
527	5.233464977
528	5.233395917
529	5.232941707
530	5.232589905
531	5.232035692
532	5.231483377
533	5.231166894
534	5.230917439
535	5.230412244
536	5.230115585
537	5.229908815
538	5.229372059
539	5.228800199
540	5.228673952
541	5.228624229
542	5.228460012
543	5.228027275
544	5.227845139
545	5.227567719
546	5.22736937
547	5.227235542
548	5.227114795
549	5.226724469
550	5.226567222
551	5.226214073
552	5.225940818
553	5.225464524
554	5.225223741
555	5.224970626
556	5.224838783
557	5.224247269
558	5.223926011
559	5.223662887
560	5.223487761
561	5.223176691
562	5.22306707
563	5.222745942
564	5.222490127
565	5.22194679
566	5.221789526
567	5.221532346
568	5.221399733
569	5.221061676
570	5.220332247
571	5.219710695
572	5.219100842
573	5.218875185
574	5.218478142
575	5.218194571
576	5.21801348
577	5.217862043
578	5.217765215
579	5.217499753
580	5.21732778
581	5.217093862
582	5.217009878
583	5.216683509
584	5.216382991
585	5.216071366
586	5.215629684
587	5.215402435
588	5.215262677
589	5.214892273
590	5.214782581
591	5.214600426
592	5.214409318
593	5.21433278
594	5.213752136
595	5.213335809
596	5.213045743
597	5.212990716
598	5.212739541
599	5.21240367
600	5.212270469
601	5.211908921
602	5.211584611
603	5.211228652
604	5.211143937
605	5.210957784
606	5.210601591
607	5.21032521
608	5.210037443
609	5.209853742
610	5.20970583
611	5.209205547
612	5.208541142
613	5.208332995
614	5.207920071
615	5.207166256
616	5.206692285
617	5.206534511
618	5.205944504
619	5.205327411
620	5.205121502
621	5.204816398
622	5.204340622
623	5.204145975
624	5.203952095
625	5.203666679
626	5.203378341
627	5.203179398
628	5.202674172
629	5.202619617
630	5.202595757
631	5.202287297
632	5.202006326
633	5.201617257
634	5.201090302
635	5.200851282
636	5.20052418
637	5.200350371
638	5.200073957
639	5.199604243
640	5.199430888
641	5.199080134
642	5.19889883
643	5.1985027
644	5.198246825
645	5.197981555
646	5.197449394
647	5.197016179
648	5.196788263
649	5.19658615
650	5.196334646
651	5.19606665
652	5.1958801
653	5.195564974
654	5.19535397
655	5.194750755
656	5.194302258
657	5.194018208
658	5.193766099
659	5.193392893
660	5.193303914
661	5.193000839
662	5.192691944
663	5.192199967
664	5.191963251
665	5.191418108
666	5.191365121
667	5.191152724
668	5.19081463
669	5.190767475
670	5.190354791
671	5.18984811
672	5.18947175
673	5.189143445
674	5.188713859
675	5.18854804
676	5.18825381
677	5.187846513
678	5.187444336
679	5.186973412
680	5.186584088
681	5.186162272
682	5.1858588
683	5.185724625
684	5.185628067
685	5.185559456
686	5.185490236
687	5.185248445
688	5.184854637
689	5.184582593
690	5.184358079
691	5.183887482
692	5.183644938
693	5.183453439
694	5.183354618
695	5.183056967
696	5.182560441
697	5.182127725
698	5.181940684
699	5.181889763
700	5.181436644
701	5.181025842
702	5.180879699
703	5.180626484
704	5.180322714
705	5.18008263
706	5.179653729
707	5.179392398
708	5.179052868
709	5.178935256
710	5.178828438
711	5.17869297
712	5.178490741
713	5.178111593
714	5.177622735
715	5.177512258
716	5.177448099
717	5.177107423
718	5.176518402
719	5.176261515
720	5.176252909
721	5.176020174
722	5.175632465
723	5.175574251
724	5.175391843
725	5.175052711
726	5.174603815
727	5.174157854
728	5.173830195
729	5.173534454
730	5.173293222
731	5.172954615
732	5.172572758
733	5.172320859
734	5.171995034
735	5.171545045
736	5.171143118
737	5.170965428
738	5.170561357
739	5.170529703
740	5.170296837
741	5.17008876
742	5.169653602
743	5.169210625
744	5.169167938
745	5.16896209
746	5.168773409
747	5.168326929
748	5.167873431
749	5.16781941
750	5.167567161
751	5.167272989
752	5.166830281
753	5.16674132
754	5.166255489
755	5.16596806
756	5.165668771
757	5.16564788
758	5.165487783
759	5.16526556
760	5.164898789
761	5.164540468
762	5.16408823
763	5.163875452
764	5.163609414
765	5.163383248
766	5.162973195
767	5.162963021
768	5.162794416
769	5.162575003
770	5.162228258
771	5.162185184
772	5.161951223
773	5.161561537
774	5.161133077
775	5.160887512
776	5.160502205
777	5.160281574
778	5.159559397
779	5.159169219
780	5.159020739
781	5.158726938
782	5.158409916
783	5.158105085
784	5.15784903
785	5.157655835
786	5.157131902
787	5.157112288
788	5.156634944
789	5.156324493
790	5.156174804
791	5.15599026
792	5.155559328
793	5.155460467
794	5.155228755
795	5.154972387
796	5.154712217
797	5.15451875
798	5.154218937
799	5.154065947
800	5.153982634
801	5.15372585
802	5.153375271
803	5.153118509
804	5.152812526
805	5.152764317
806	5.15253312
807	5.152379354
808	5.15207497
809	5.151596168
810	5.151352157
811	5.151134983
812	5.150949124
813	5.150681273
814	5.150425704
815	5.150365593
816	5.150224787
817	5.149950141
818	5.149657552
819	5.149466726
820	5.149178283
821	5.148861296
822	5.14842051
823	5.148142359
824	5.147883456
825	5.14774781
826	5.147317399
827	5.146959304
828	5.146593256
829	5.146383012
830	5.146248309
831	5.145996096
832	5.145820274
833	5.145783693
834	5.145532143
835	5.145363833
836	5.14531693
837	5.145119614
838	5.1449207
839	5.144679718
840	5.144552681
841	5.144242752
842	5.144029305
843	5.143953312
844	5.143846649
845	5.143567357
846	5.143394742
847	5.142993686
848	5.142837117
849	5.142558781
850	5.142514752
851	5.141902206
852	5.141362114
853	5.140895085
854	5.140716469
855	5.140575839
856	5.140491867
857	5.140063978
858	5.14002494
859	5.139682833
860	5.139349539
861	5.139012487
862	5.138731561
863	5.13838802
864	5.138179142
865	5.138174462
866	5.137839962
867	5.13761942
868	5.137249059
869	5.137004594
870	5.136665521
871	5.136519354
872	5.136425024
873	5.136095425
874	5.135673457
875	5.135252012
876	5.135015448
877	5.134794863
878	5.134353434
879	5.134035282
880	5.134001938
881	5.133624156
882	5.133405567
883	5.132976697
884	5.132932082
885	5.132656861
886	5.132269352
887	5.132009828
888	5.13186071
889	5.131402377
890	5.13128305
891	5.130839578
892	5.130535621
893	5.130440141
894	5.130412449
895	5.130162867
896	5.129999189
897	5.129978084
898	5.129803743
899	5.129495717
900	5.129314642
901	5.129142649
902	5.1288261
903	5.128378418
904	5.127745426
905	5.127554047
906	5.12724062
907	5.126733453
908	5.126282579
909	5.12616122
910	5.126014033
911	5.125494381
912	5.125315353
913	5.124979672
914	5.124881054
915	5.12460948
916	5.124308432
917	5.123750593
918	5.123414222
919	5.12312269
920	5.123096656
921	5.122708919
922	5.122519777
923	5.122304946
924	5.12219974
925	5.121940907
926	5.121563415
927	5.121322241
928	5.121287894
929	5.120648417
930	5.120313697
931	5.120133273
932	5.120074523
933	5.119589692
934	5.119357278
935	5.119122085
936	5.119003692
937	5.118774597
938	5.118741746
939	5.118419032
940	5.118077333
941	5.117806165
942	5.117421791
943	5.117126497
944	5.116863134
945	5.116829502
946	5.116535373
947	5.116350686
948	5.115919032
949	5.115778239
950	5.115616138
951	5.115427722
952	5.115146986
953	5.115127953
954	5.115111066
955	5.114860927
956	5.114764848
957	5.114325038
958	5.113895232
959	5.113664099
960	5.113523012
961	5.113323412
962	5.113036631
963	5.112444623
964	5.112043922
965	5.111791315
966	5.111613457
967	5.11154343
968	5.111500401
969	5.111456676
970	5.111076718
971	5.110890199
972	5.110554317
973	5.110328188
974	5.109959037
975	5.109761354
976	5.109346653
977	5.109009923
978	5.108818695
979	5.108354908
980	5.108135284
981	5.107745806
982	5.107459662
983	5.107369186
984	5.10728739
985	5.107107382
986	5.106830891
987	5.106729489
988	5.106294781
989	5.106035465
990	5.105973265
991	5.105834603
992	5.105419794
993	5.10517587
994	5.105019632
995	5.104772105
996	5.104426242
997	5.104392654
998	5.104047062
999	5.103706644
